区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2189010F1063,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５「ＫＮ」,小林化工,後発品,,,17.40 ,,
内用薬,2189010F1080,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンナトリウム錠「陽進」５ｍｇ,陽進堂,後発品,,,17.40 ,,
内用薬,2189010F1098,プラバスタチンナトリウム,５ｍｇ１錠,局,,,メバトルテ錠５,武田テバ薬品,後発品,,,17.40 ,,
内用薬,2189010F1110,プラバスタチンナトリウム,５ｍｇ１錠,局,,,アルセチン錠５,武田テバファーマ,後発品,,,17.40 ,H29.3.31まで,
内用薬,2189010F1144,プラバスタチンナトリウム,５ｍｇ１錠,局,,,メバレクト錠５ｍｇ,東菱薬品工業,後発品,,,17.40 ,,
内用薬,2189010F1241,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「チョーセイ」,長生堂製薬,後発品,,,17.40 ,,
内用薬,2189010F1322,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「ＭＥＤ」,メディサ新薬,後発品,,,17.40 ,,
内用薬,2189010F1330,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「サワイ」,沢井製薬,後発品,,,17.40 ,,
内用薬,2189010F1349,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「ケミファ」,日本薬品工業,後発品,,,24.40 ,,
内用薬,2189010F1357,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「トーワ」,東和薬品,後発品,,,17.40 ,,
内用薬,2189010F1365,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンナトリウム錠５ｍｇ「日医工」,日医工,後発品,,,17.40 ,,
内用薬,2189010F1390,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「ＥＥ」,サンノーバ,後発品,,,17.40 ,,
内用薬,2189010F1403,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,17.40 ,,
内用薬,2189010F1411,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「フソー」,扶桑薬品工業,後発品,,,17.40 ,,
内用薬,2189010F1438,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,17.40 ,,
内用薬,2189010F1446,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンナトリウム塩錠５ｍｇ「ファイザー」,マイラン製薬,後発品,,,17.40 ,,
内用薬,2189010F1454,プラバスタチンナトリウム,５ｍｇ１錠,局,,,プラバスタチンＮａ錠５ｍｇ「テバ」,武田テバファーマ,後発品,,,17.40 ,,H28.6.17収載
内用薬,2189010F2019,プラバスタチンナトリウム,１０ｍｇ１錠,,,,プラバスタチンナトリウム１０ｍｇ錠,,後発品,,,20.40 ,,
内用薬,2189010F2027,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,メバロチン錠１０,第一三共,,先発品,○,84.80 ,,
内用薬,2189010F2043,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,33.70 ,,
内用薬,2189010F2060,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０「ＫＮ」,小林化工,後発品,,,33.70 ,,
内用薬,2189010F2094,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンナトリウム錠「陽進」１０ｍｇ,陽進堂,後発品,,,33.70 ,,
内用薬,2189010F2124,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,アルセチン錠１０,武田テバファーマ,後発品,,,33.70 ,H29.3.31まで,
内用薬,2189010F2167,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,メバレクト錠１０ｍｇ,東菱薬品工業,後発品,,,33.70 ,,
内用薬,2189010F2272,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「チョーセイ」,長生堂製薬,後発品,,,33.70 ,,
内用薬,2189010F2302,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンナトリウム錠１０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,33.70 ,,
内用薬,2189010F2345,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＭＥＤ」,メディサ新薬,後発品,,,33.70 ,,
内用薬,2189010F2353,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,33.70 ,,
内用薬,2189010F2361,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ケミファ」,日本薬品工業,後発品,,,44.50 ,,
内用薬,2189010F2370,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「トーワ」,東和薬品,後発品,,,33.70 ,,
内用薬,2189010F2388,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンナトリウム錠１０ｍｇ「日医工」,日医工,後発品,,,33.70 ,,
内用薬,2189010F2396,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「オーハラ」,大原薬品工業,後発品,,,33.70 ,,
内用薬,2189010F2418,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＥＥ」,サンノーバ,後発品,,,33.70 ,,
内用薬,2189010F2426,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,33.70 ,,
内用薬,2189010F2434,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「フソー」,扶桑薬品工業,後発品,,,33.70 ,,
内用薬,2189010F2450,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,33.70 ,,
内用薬,2189010F2469,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンナトリウム塩錠１０ｍｇ「ファイザー」,マイラン製薬,後発品,,,33.70 ,,
内用薬,2189010F2477,プラバスタチンナトリウム,１０ｍｇ１錠,局,,,プラバスタチンＮａ錠１０ｍｇ「テバ」,武田テバファーマ,後発品,,,33.70 ,,H28.6.17収載
内用薬,2189011F1017,シンバスタチン,５ｍｇ１錠,,,,シンバスタチン５ｍｇ錠,,後発品,,,24.30 ,,
内用薬,2189011F1025,シンバスタチン,５ｍｇ１錠,局,,,リポバス錠５,ＭＳＤ,,先発品,○,102.20 ,,
内用薬,2189011F1050,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５「ＭＥＥＫ」,小林化工,後発品,,,41.00 ,,
内用薬,2189011F1076,シンバスタチン,５ｍｇ１錠,局,,,ラミアン錠５ｍｇ,あすか製薬,後発品,,,56.90 ,,
内用薬,2189011F1181,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「マイラン」,マイラン製薬,後発品,,,41.00 ,,
内用薬,2189011F1190,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＭＥＤ」,沢井製薬,後発品,,,56.90 ,,
内用薬,2189011F1203,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＳＷ」,メディサ新薬,後発品,,,41.00 ,,
内用薬,2189011F1220,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「トーワ」,東和薬品,後発品,,,41.00 ,,
内用薬,2189011F1238,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「日医工」,日医工,後発品,,,41.00 ,,
内用薬,2189011F1246,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,41.00 ,,
内用薬,2189011F1254,シンバスタチン,５ｍｇ１錠,局,,,シンバスタチン錠５ｍｇ「ＥＭＥＣ」,サンノーバ,後発品,,,41.00 ,,
内用薬,2189011F2013,シンバスタチン,１０ｍｇ１錠,,,,シンバスタチン１０ｍｇ錠,,後発品,,,54.80 ,,
内用薬,2189011F2021,シンバスタチン,１０ｍｇ１錠,局,,,リポバス錠１０,ＭＳＤ,,先発品,○,200.90 ,,
内用薬,2189011F2056,シンバスタチン,１０ｍｇ１錠,局,,,リポザート錠１０,武田テバファーマ,後発品,,,86.10 ,,
内用薬,2189011F2080,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０「ＭＥＥＫ」,小林化工,後発品,,,86.10 ,,
内用薬,2189011F2145,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「ＥＭＥＣ」,サンノーバ,後発品,,,86.10 ,,
内用薬,2189011F2153,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「ＭＥＤ」,沢井製薬,後発品,,,86.10 ,,
内用薬,2189011F2170,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「ＳＷ」,メディサ新薬,後発品,,,106.10 ,,
内用薬,2189011F2188,シンバスタチン,１０ｍｇ１錠,局,,,ラミアン錠１０ｍｇ,あすか製薬,後発品,,,106.10 ,,
内用薬,2189011F2196,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「トーワ」,東和薬品,後発品,,,86.10 ,,
内用薬,2189011F2200,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「日医工」,日医工,後発品,,,86.10 ,,
内用薬,2189011F2218,シンバスタチン,１０ｍｇ１錠,局,,,シンバスタチン錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,86.10 ,,
内用薬,2189011F3010,シンバスタチン,２０ｍｇ１錠,,,,シンバスタチン２０ｍｇ錠,,後発品,,,112.90 ,,
内用薬,2189011F3028,シンバスタチン,２０ｍｇ１錠,局,,,リポバス錠２０,ＭＳＤ,,先発品,○,410.90 ,,
内用薬,2189011F3052,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０「ＭＥＥＫ」,小林化工,後発品,,,156.70 ,,
内用薬,2189011F3060,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「マイラン」,マイラン製薬,後発品,,,156.70 ,,
内用薬,2189011F3079,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「アメル」,共和薬品工業,後発品,,,156.70 ,,
内用薬,2189011F3095,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＳＷ」,メディサ新薬,後発品,,,156.70 ,,
内用薬,2189011F3109,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「日医工」,日医工,後発品,,,156.70 ,,
内用薬,2189011F3133,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＥＭＥＣ」,サンノーバ,後発品,,,156.70 ,,
内用薬,2189011F3141,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＭＥＤ」,沢井製薬,後発品,,,156.70 ,,
内用薬,2189011F3176,シンバスタチン,２０ｍｇ１錠,局,,,ラミアン錠２０ｍｇ,あすか製薬,後発品,,,156.70 ,,
内用薬,2189011F3184,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「トーワ」,東和薬品,後発品,,,223.30 ,,
内用薬,2189011F3192,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「ＹＤ」,陽進堂,後発品,,,156.70 ,,
内用薬,2189011F3206,シンバスタチン,２０ｍｇ１錠,局,,,シンバスタチン錠２０ｍｇ「オーハラ」,大原薬品工業,後発品,,,156.70 ,,
内用薬,2189012F1020,フルバスタチンナトリウム,１０ｍｇ１錠,,,,ローコール錠１０ｍｇ,サンファーマ,,先発品,○,35.10 ,,
内用薬,2189012F1038,フルバスタチンナトリウム,１０ｍｇ１錠,,,,フルバスタチン錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,19.70 ,,
内用薬,2189012F1046,フルバスタチンナトリウム,１０ｍｇ１錠,,,,フルバスタチン錠１０ｍｇ「三和」,シオノケミカル,後発品,,,19.70 ,,
内用薬,2189012F1054,フルバスタチンナトリウム,１０ｍｇ１錠,,,,フルバスタチン錠１０ｍｇ「タイヨー」,武田テバファーマ,後発品,,,19.70 ,,
内用薬,2189012F1062,フルバスタチンナトリウム,１０ｍｇ１錠,,,,フルバスタチン錠１０ｍｇ「ＪＧ」,大興製薬,後発品,,,19.70 ,,
内用薬,2189012F2026,フルバスタチンナトリウム,２０ｍｇ１錠,,,,ローコール錠２０ｍｇ,サンファーマ,,先発品,○,62.30 ,,
内用薬,2189012F2034,フルバスタチンナトリウム,２０ｍｇ１錠,,,,フルバスタチン錠２０ｍｇ「サワイ」,沢井製薬,後発品,,,37.10 ,,
内用薬,2189012F2042,フルバスタチンナトリウム,２０ｍｇ１錠,,,,フルバスタチン錠２０ｍｇ「三和」,シオノケミカル,後発品,,,37.10 ,,
内用薬,2189012F2050,フルバスタチンナトリウム,２０ｍｇ１錠,,,,フルバスタチン錠２０ｍｇ「タイヨー」,武田テバファーマ,後発品,,,37.10 ,,
内用薬,2189012F2069,フルバスタチンナトリウム,２０ｍｇ１錠,,,,フルバスタチン錠２０ｍｇ「ＪＧ」,大興製薬,後発品,,,37.10 ,,
内用薬,2189012F3022,フルバスタチンナトリウム,３０ｍｇ１錠,,,,ローコール錠３０ｍｇ,サンファーマ,,先発品,○,88.80 ,,
内用薬,2189012F3030,フルバスタチンナトリウム,３０ｍｇ１錠,,,,フルバスタチン錠３０ｍｇ「サワイ」,沢井製薬,後発品,,,54.20 ,,
内用薬,2189012F3049,フルバスタチンナトリウム,３０ｍｇ１錠,,,,フルバスタチン錠３０ｍｇ「三和」,シオノケミカル,後発品,,,54.20 ,,
内用薬,2189012F3057,フルバスタチンナトリウム,３０ｍｇ１錠,,,,フルバスタチン錠３０ｍｇ「タイヨー」,武田テバファーマ,後発品,,,54.20 ,,
内用薬,2189012F3065,フルバスタチンナトリウム,３０ｍｇ１錠,,,,フルバスタチン錠３０ｍｇ「ＪＧ」,大興製薬,後発品,,,54.20 ,,
内用薬,2189014D2024,コレスチミド,８３％１ｇ,局,,,コレバインミニ８３％,田辺三菱製薬,,先発品,,50.40 ,,
内用薬,2189014F1029,コレスチミド,５００ｍｇ１錠,局,,,コレバイン錠５００ｍｇ,田辺三菱製薬,,先発品,,30.50 ,,
内用薬,2189015F1015,アトルバスタチンカルシウム水和物,５ｍｇ１錠,,,,アトルバスタチンカルシウム５ｍｇ錠,,後発品,,,15.20 ,,
内用薬,2189015F1023,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,リピトール錠５ｍｇ,アステラス製薬,,先発品,○,51.80 ,,
内用薬,2189015F1031,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,22.90 ,,
内用薬,2189015F1040,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＫＮ」,小林化工,後発品,,,22.90 ,,
内用薬,2189015F1058,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「サワイ」,沢井製薬,後発品,,,26.40 ,,
内用薬,2189015F1066,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「サンド」,サンド,後発品,,,22.90 ,,
内用薬,2189015F1074,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「トーワ」,東和薬品,後発品,,,22.90 ,,
内用薬,2189015F1082,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,22.90 ,,
内用薬,2189015F1090,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＮＰ」,ニプロ,後発品,,,22.90 ,,
内用薬,2189015F1104,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,26.40 ,,
内用薬,2189015F1112,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「アメル」,共和薬品工業,後発品,,,22.90 ,,
内用薬,2189015F1139,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「モチダ」,ニプロファーマ,後発品,,,22.90 ,,
内用薬,2189015F1147,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,26.40 ,,
内用薬,2189015F1155,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＴＳＵ」,鶴原製薬,後発品,,,26.40 ,,
内用薬,2189015F1163,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,22.90 ,,
内用薬,2189015F1171,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,22.90 ,,
内用薬,2189015F1180,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,22.90 ,H30.3.31まで,
内用薬,2189015F1198,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,26.40 ,,
内用薬,2189015F1201,アトルバスタチンカルシウム水和物,５ｍｇ１錠,局,,,アトルバスタチン錠５ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,26.40 ,,
